period,pilot_name,dimension,Type,ICC,F,df1,df2,pval,CI95
Before,pilot_1st_0709_6+30,user_engagement_enjoyment,"ICC(1,1)",0.4076787067441273,3.0648187633262265,35,72,2.9567935700918186e-05,[0.2  0.61]
Before,pilot_1st_0709_6+30,user_engagement_enjoyment,"ICC(A,1)",0.4393975615586899,4.295875672444712,35,70,1.0774648565181498e-07,[0.2  0.65]
Before,pilot_1st_0709_6+30,user_engagement_enjoyment,"ICC(C,1)",0.5234975790373114,4.295875672444712,35,70,1.0774648565181498e-07,[0.33 0.7 ]
Before,pilot_1st_0709_6+30,user_engagement_enjoyment,"ICC(1,k)",0.6737164324474746,3.0648187633262265,35,72,2.9567935700918186e-05,[0.43 0.82]
Before,pilot_1st_0709_6+30,user_engagement_enjoyment,"ICC(A,k)",0.7016159816770581,4.295875672444712,35,70,1.0774648565181498e-07,[0.43 0.85]
Before,pilot_1st_0709_6+30,user_engagement_enjoyment,"ICC(C,k)",0.7672185891192431,4.295875672444712,35,70,1.0774648565181498e-07,[0.6  0.87]
Before,pilot_1st_0709_6+30,user_self_disclosure,"ICC(1,1)",0.46345524487569634,3.5913322632423776,35,72,2.246655664543588e-06,[0.26 0.65]
Before,pilot_1st_0709_6+30,user_self_disclosure,"ICC(A,1)",0.47408407901401345,4.048859934853423,35,70,3.2366112865114085e-07,[0.27 0.66]
Before,pilot_1st_0709_6+30,user_self_disclosure,"ICC(C,1)",0.5040387722132474,4.048859934853423,35,70,3.2366112865114085e-07,[0.31 0.68]
Before,pilot_1st_0709_6+30,user_self_disclosure,"ICC(1,k)",0.721551801197819,3.5913322632423776,35,72,2.246655664543588e-06,[0.52 0.85]
Before,pilot_1st_0709_6+30,user_self_disclosure,"ICC(A,k)",0.730045931189878,4.048859934853423,35,70,3.2366112865114085e-07,[0.53 0.85]
Before,pilot_1st_0709_6+30,user_self_disclosure,"ICC(C,k)",0.7530168946098151,4.048859934853423,35,70,3.2366112865114085e-07,[0.57 0.87]
Before,pilot_1st_0709_6+30,user_topical_alignment,"ICC(1,1)",0.40861729090397064,3.0728571428571416,35,72,2.840488308012609e-05,[0.21 0.61]
Before,pilot_1st_0709_6+30,user_topical_alignment,"ICC(A,1)",0.44017914267434405,4.303721488595436,35,70,1.0409270955185248e-07,[0.2  0.65]
Before,pilot_1st_0709_6+30,user_topical_alignment,"ICC(C,1)",0.5240906494001141,4.303721488595436,35,70,1.0409270955185248e-07,[0.33 0.7 ]
Before,pilot_1st_0709_6+30,user_topical_alignment,"ICC(1,k)",0.6745699674569967,3.0728571428571416,35,72,2.840488308012609e-05,[0.44 0.82]
Before,pilot_1st_0709_6+30,user_topical_alignment,"ICC(A,k)",0.7022796869683564,4.303721488595436,35,70,1.0409270955185248e-07,[0.43 0.85]
Before,pilot_1st_0709_6+30,user_topical_alignment,"ICC(C,k)",0.7676429567642955,4.303721488595436,35,70,1.0409270955185248e-07,[0.6  0.87]
Before,pilot_1st_0709_6+30,user_elaboration_informativeness,"ICC(1,1)",0.21324260264546235,1.8131195335276975,35,72,0.016882946365348234,[0.02 0.44]
Before,pilot_1st_0709_6+30,user_elaboration_informativeness,"ICC(A,1)",0.28660565723793685,2.9827338129496415,35,70,5.02662801272084e-05,[0.06 0.51]
Before,pilot_1st_0709_6+30,user_elaboration_informativeness,"ICC(C,1)",0.3979208778515739,2.9827338129496415,35,70,5.02662801272084e-05,[0.19 0.6 ]
Before,pilot_1st_0709_6+30,user_elaboration_informativeness,"ICC(1,k)",0.44846438334137345,1.8131195335276975,35,72,0.016882946365348234,[0.04 0.7 ]
Before,pilot_1st_0709_6+30,user_elaboration_informativeness,"ICC(A,k)",0.5465362242199896,2.9827338129496415,35,70,5.02662801272084e-05,[0.17 0.76]
Before,pilot_1st_0709_6+30,user_elaboration_informativeness,"ICC(C,k)",0.664737095996141,2.9827338129496415,35,70,5.02662801272084e-05,[0.42 0.82]
Before,pilot_1st_0709_6+30,user_initiative_active_contribution,"ICC(1,1)",0.1723147193163401,1.6245660881174901,35,72,0.04178425977746623,[-0.02  0.4 ]
Before,pilot_1st_0709_6+30,user_initiative_active_contribution,"ICC(A,1)",0.2135657286854263,2.00593471810089,35,70,0.006765863710047454,[0.03 0.43]
Before,pilot_1st_0709_6+30,user_initiative_active_contribution,"ICC(C,1)",0.2511111111111111,2.00593471810089,35,70,0.006765863710047454,[0.05 0.47]
Before,pilot_1st_0709_6+30,user_initiative_active_contribution,"ICC(1,k)",0.3844510190664037,1.6245660881174901,35,72,0.04178425977746623,[-0.07  0.66]
Before,pilot_1st_0709_6+30,user_initiative_active_contribution,"ICC(A,k)",0.44894055326662746,2.00593471810089,35,70,0.006765863710047454,[0.09 0.69]
Before,pilot_1st_0709_6+30,user_initiative_active_contribution,"ICC(C,k)",0.5014792899408284,2.00593471810089,35,70,0.006765863710047454,[0.13 0.73]
Before,pilot_1st_0709_6+30,user_politeness,"ICC(1,1)",0.0438559765543228,1.1376026272577997,35,72,0.3166579725681485,[-0.13  0.27]
Before,pilot_1st_0709_6+30,user_politeness,"ICC(A,1)",0.12298387096774192,1.58680714612918,35,70,0.0508869877257509,[-0.03  0.32]
Before,pilot_1st_0709_6+30,user_politeness,"ICC(C,1)",0.1636015325670498,1.58680714612918,35,70,0.0508869877257509,[-0.03  0.39]
Before,pilot_1st_0709_6+30,user_politeness,"ICC(1,k)",0.12095842956120094,1.1376026272577997,35,72,0.3166579725681485,[-0.52  0.52]
Before,pilot_1st_0709_6+30,user_politeness,"ICC(A,k)",0.2961165048543689,1.58680714612918,35,70,0.0508869877257509,[-0.09  0.58]
Before,pilot_1st_0709_6+30,user_politeness,"ICC(C,k)",0.36980369515011546,1.58680714612918,35,70,0.0508869877257509,[-0.1   0.66]
Before,pilot_1st_0709_6+30,user_frustration_dissatisfaction,"ICC(1,1)",0.10025706940874024,1.3342857142857139,35,72,0.15068993102410236,[-0.08  0.33]
Before,pilot_1st_0709_6+30,user_frustration_dissatisfaction,"ICC(A,1)",0.10511363636363626,1.3588748787584866,35,70,0.13765376093964368,[-0.08  0.33]
Before,pilot_1st_0709_6+30,user_frustration_dissatisfaction,"ICC(C,1)",0.10684377707190287,1.3588748787584866,35,70,0.13765376093964368,[-0.08  0.33]
Before,pilot_1st_0709_6+30,user_frustration_dissatisfaction,"ICC(1,k)",0.2505353319057813,1.3342857142857139,35,72,0.15068993102410236,[-0.3   0.59]
Before,pilot_1st_0709_6+30,user_frustration_dissatisfaction,"ICC(A,k)",0.26056338028168996,1.3588748787584866,35,70,0.13765376093964368,[-0.27  0.6 ]
Before,pilot_1st_0709_6+30,user_frustration_dissatisfaction,"ICC(C,k)",0.26409707351891487,1.3588748787584866,35,70,0.13765376093964368,[-0.28  0.6 ]
After,pilot_2nd_0716_6+30,user_engagement_enjoyment,"ICC(1,1)",0.705607476635514,8.190476190476195,35,72,4.0272462818148976e-14,[0.55 0.82]
After,pilot_2nd_0716_6+30,user_engagement_enjoyment,"ICC(A,1)",0.7103755569700828,9.841549295774653,35,70,6.079296132487901e-16,[0.54 0.83]
After,pilot_2nd_0716_6+30,user_engagement_enjoyment,"ICC(C,1)",0.7466547725245318,9.841549295774653,35,70,6.079296132487901e-16,[0.61 0.85]
After,pilot_2nd_0716_6+30,user_engagement_enjoyment,"ICC(1,k)",0.877906976744186,8.190476190476195,35,72,4.0272462818148976e-14,[0.79 0.93]
After,pilot_2nd_0716_6+30,user_engagement_enjoyment,"ICC(A,k)",0.8803576124112544,9.841549295774653,35,70,6.079296132487901e-16,[0.78 0.94]
After,pilot_2nd_0716_6+30,user_engagement_enjoyment,"ICC(C,k)",0.8983899821109125,9.841549295774653,35,70,6.079296132487901e-16,[0.82 0.94]
After,pilot_2nd_0716_6+30,user_self_disclosure,"ICC(1,1)",0.784457478005865,11.918367346938764,35,72,1.593683212918838e-18,[0.66 0.87]
After,pilot_2nd_0716_6+30,user_self_disclosure,"ICC(A,1)",0.7847856640899505,12.176814011676385,35,70,1.8859103998284512e-18,[0.66 0.87]
After,pilot_2nd_0716_6+30,user_self_disclosure,"ICC(C,1)",0.7883868690434166,12.176814011676385,35,70,1.8859103998284512e-18,[0.67 0.88]
After,pilot_2nd_0716_6+30,user_self_disclosure,"ICC(1,k)",0.9160958904109588,11.918367346938764,35,72,1.593683212918838e-18,[0.85 0.95]
After,pilot_2nd_0716_6+30,user_self_disclosure,"ICC(A,k)",0.9162450430739777,12.176814011676385,35,70,1.8859103998284512e-18,[0.85 0.95]
After,pilot_2nd_0716_6+30,user_self_disclosure,"ICC(C,k)",0.917876712328767,12.176814011676385,35,70,1.8859103998284512e-18,[0.86 0.96]
After,pilot_2nd_0716_6+30,user_topical_alignment,"ICC(1,1)",0.7350666447260162,9.323602484472055,35,72,1.367156361377924e-15,[0.59 0.84]
After,pilot_2nd_0716_6+30,user_topical_alignment,"ICC(A,1)",0.7396507115135836,11.6454615981381,35,70,6.48334352804422e-18,[0.57 0.85]
After,pilot_2nd_0716_6+30,user_topical_alignment,"ICC(C,1)",0.7801466825857072,11.6454615981381,35,70,6.48334352804422e-18,[0.66 0.87]
After,pilot_2nd_0716_6+30,user_topical_alignment,"ICC(1,k)",0.8927453200985944,9.323602484472055,35,72,1.367156361377924e-15,[0.81 0.94]
After,pilot_2nd_0716_6+30,user_topical_alignment,"ICC(A,k)",0.8949908687711976,11.6454615981381,35,70,6.48334352804422e-18,[0.8  0.95]
After,pilot_2nd_0716_6+30,user_topical_alignment,"ICC(C,k)",0.9141296382652723,11.6454615981381,35,70,6.48334352804422e-18,[0.85 0.95]
After,pilot_2nd_0716_6+30,user_elaboration_informativeness,"ICC(1,1)",0.8315407926793034,15.808465608465587,35,72,4.1559063869657877e-22,[0.73 0.9 ]
After,pilot_2nd_0716_6+30,user_elaboration_informativeness,"ICC(A,1)",0.8329798515376458,18.673749999999973,35,70,7.758162028025568e-24,[0.72 0.91]
After,pilot_2nd_0716_6+30,user_elaboration_informativeness,"ICC(C,1)",0.8548884454924721,18.673749999999973,35,70,7.758162028025568e-24,[0.76 0.92]
After,pilot_2nd_0716_6+30,user_elaboration_informativeness,"ICC(1,k)",0.9367427538657205,15.808465608465587,35,72,4.1559063869657877e-22,[0.89 0.97]
After,pilot_2nd_0716_6+30,user_elaboration_informativeness,"ICC(A,k)",0.9373508353221955,18.673749999999973,35,70,7.758162028025568e-24,[0.88 0.97]
After,pilot_2nd_0716_6+30,user_elaboration_informativeness,"ICC(C,k)",0.9464488921614564,18.673749999999973,35,70,7.758162028025568e-24,[0.91 0.97]
After,pilot_2nd_0716_6+30,user_initiative_active_contribution,"ICC(1,1)",0.2641228939544104,2.0767676767676773,35,72,0.0045163224558401995,[0.06 0.48]
After,pilot_2nd_0716_6+30,user_initiative_active_contribution,"ICC(A,1)",0.2908309455587394,2.453460620525061,35,70,0.0007114427835385186,[0.1 0.5]
After,pilot_2nd_0716_6+30,user_initiative_active_contribution,"ICC(C,1)",0.3263665594855307,2.453460620525061,35,70,0.0007114427835385186,[0.12 0.54]
After,pilot_2nd_0716_6+30,user_initiative_active_contribution,"ICC(1,k)",0.5184824902723737,2.0767676767676773,35,72,0.0045163224558401995,[0.17 0.74]
After,pilot_2nd_0716_6+30,user_initiative_active_contribution,"ICC(A,k)",0.5516304347826089,2.453460620525061,35,70,0.0007114427835385186,[0.24 0.75]
After,pilot_2nd_0716_6+30,user_initiative_active_contribution,"ICC(C,k)",0.5924124513618679,2.453460620525061,35,70,0.0007114427835385186,[0.29 0.78]
After,pilot_2nd_0716_6+30,user_politeness,"ICC(1,1)",0.35764705882352926,2.6703296703296693,35,72,0.00021697194883152812,[0.15 0.57]
After,pilot_2nd_0716_6+30,user_politeness,"ICC(A,1)",0.37777777777777766,3.1456310679611637,35,70,2.2584354260846162e-05,[0.17 0.58]
After,pilot_2nd_0716_6+30,user_politeness,"ICC(C,1)",0.41698113207547155,3.1456310679611637,35,70,2.2584354260846162e-05,[0.21 0.61]
After,pilot_2nd_0716_6+30,user_politeness,"ICC(1,k)",0.6255144032921809,2.6703296703296693,35,72,0.00021697194883152812,[0.35 0.8 ]
After,pilot_2nd_0716_6+30,user_politeness,"ICC(A,k)",0.6455696202531644,3.1456310679611637,35,70,2.2584354260846162e-05,[0.39 0.81]
After,pilot_2nd_0716_6+30,user_politeness,"ICC(C,k)",0.6820987654320987,3.1456310679611637,35,70,2.2584354260846162e-05,[0.45 0.83]
After,pilot_2nd_0716_6+30,user_frustration_dissatisfaction,"ICC(1,1)",0.4915254237288128,3.899999999999992,35,72,5.228690634980423e-07,[0.29 0.67]
After,pilot_2nd_0716_6+30,user_frustration_dissatisfaction,"ICC(A,1)",0.49835771872200585,4.240776699029116,35,70,1.3738884764953429e-07,[0.3  0.68]
After,pilot_2nd_0716_6+30,user_frustration_dissatisfaction,"ICC(C,1)",0.519290603609209,4.240776699029116,35,70,1.3738884764953429e-07,[0.32 0.69]
After,pilot_2nd_0716_6+30,user_frustration_dissatisfaction,"ICC(1,k)",0.7435897435897431,3.899999999999992,35,72,5.228690634980423e-07,[0.56 0.86]
After,pilot_2nd_0716_6+30,user_frustration_dissatisfaction,"ICC(A,k)",0.7487662628981602,4.240776699029116,35,70,1.3738884764953429e-07,[0.57 0.86]
After,pilot_2nd_0716_6+30,user_frustration_dissatisfaction,"ICC(C,k)",0.7641941391941387,4.240776699029116,35,70,1.3738884764953429e-07,[0.59 0.87]
After,pilot_2nd_0716_6+30,overall_conversational_interaction_quality,"ICC(1,1)",0.7471690745802426,9.865637065637085,35,72,3.001557380310168e-16,[0.61 0.85]
After,pilot_2nd_0716_6+30,overall_conversational_interaction_quality,"ICC(A,1)",0.7512963318609568,12.284615384615414,35,70,1.4755207189216404e-18,[0.58 0.86]
After,pilot_2nd_0716_6+30,overall_conversational_interaction_quality,"ICC(C,1)",0.7899838449111475,12.284615384615414,35,70,1.4755207189216404e-18,[0.67 0.88]
After,pilot_2nd_0716_6+30,overall_conversational_interaction_quality,"ICC(1,k)",0.898638071383845,9.865637065637085,35,72,3.001557380310168e-16,[0.82 0.94]
After,pilot_2nd_0716_6+30,overall_conversational_interaction_quality,"ICC(A,k)",0.9006215946588905,12.284615384615414,35,70,1.4755207189216404e-18,[0.81 0.95]
After,pilot_2nd_0716_6+30,overall_conversational_interaction_quality,"ICC(C,k)",0.9185973700688793,12.284615384615414,35,70,1.4755207189216404e-18,[0.86 0.96]
